lam,sigma_hat,mc,cc,entropy,gini,time
0.0,206.21285791464072,,0.8,0.8395599577919627,0.2166779650877472,0.43466615676879883
0.25,206.64964329902335,,0.8,0.8395599577919627,0.2166779650877472,0.45063185691833496
0.5,208.89186124276702,,0.8,0.8395599577919627,0.2166779650877472,0.41002392768859863
1.0,210.37657352980648,,0.8,0.8395599577919627,0.2166779650877472,0.41950321197509766
2.0,208.29460674721798,,0.8,0.8395599577919627,0.2166779650877472,0.44937705993652344
