lam,sigma_hat,mc,cc,entropy,gini,time
0.0,72.57792280859684,,0.9090909090909091,0.786171790846902,0.18640046853187783,0.1747760772705078
0.25,74.09732086815764,,0.9090909090909091,0.786171790846902,0.18640046853187783,0.225722074508667
0.5,74.22395332760046,,0.9090909090909091,0.786171790846902,0.18640046853187783,0.2000739574432373
1.0,74.39524506350152,,0.9090909090909091,0.786171790846902,0.18640046853187783,0.20588183403015137
2.0,74.33999779078758,,0.9090909090909091,0.786171790846902,0.18640046853187783,0.18162298202514648
